Order #,Purchase Date,Day,Marketplace Seller,Seller_Raw,Attribute Set,Name,SKU,Qty Ordered,Item Price,Row Total,Discount Amount,Value After Discounts,Coupon Code,Customer Region,Payment Method
2006397705,2026-09-24 15:18:22,Sep 24,raneen,raneen,Air Conditioner,تكييف سبلت سمارت كول هاير، 1.5 حصان، بارد فقط، واي فاي، HSU-12KCROC-R32 - ابيض,ELKIT1871WIT,1.0,18359.0,18359.0,0.0,18359.0,,القاهرة,valU
2006397702,2026-09-24 15:17:29,Sep 24,raneen,raneen,Air Conditioner,تكييف سبلت سمارت كول هاير، 1.5 حصان، بارد فقط، واي فاي، HSU-12KCROC-R32 - ابيض,ELKIT1871WIT,1.0,18359.0,18359.0,0.0,18359.0,,القاهرة,Souhoola
2006397699,2026-09-24 15:12:08,Sep 24,raneen,raneen,TV Table,ترابيزة تلفزيون خشب شيب بورد، 140×32×45 سم، بأرجل خشب زان، 2 عين، دلفة قلاب - بني ابيض,HO1145433BG1,1.0,1799.0,1799.0,0.0,1799.0,,القاهرة,Cash On Delivery
2006397696,2026-09-24 15:11:19,Sep 24,raneen,raneen,Sofa,كنبة ركنة سرير حرف L خشب موسكي زان، قطعتين، 3 خدادية، 276x136x81 سم - رمادي,HO1093570GRY,1.0,9799.0,9799.0,0.0,9799.0,,القليوبية,valU
2006397693,2026-09-24 15:10:55,Sep 24,MP,primestore,Fans,مروحة حائط ايه تى ايه، 5 ريشة، 18 بوصة، 3 سرعات، 18B01P5 - ابيض ازرق,18B01P5-primestore,1.0,904.0,904.0,0.0,904.0,,الأسكندرية,Souhoola
2006397690,2026-09-24 15:10:47,Sep 24,MP,mam,Refrigerators &amp; Freezers,ثلاجه ديفروست يونيون اير ، 350 لتر ، 2 باب ، فريزر بالاعلي ، RD-350VVA-DSH - رمادي,RD350VVDHGHUSTO-mam,1.0,12599.0,12599.0,0.0,12599.0,,القاهرة,Cash On Delivery
2006397687,2026-09-24 15:10:02,Sep 24,MP,homegolden,Home Decor,شجره صناعي ديكور ، 30×30×150 سم ، اكليرك ضد الكسر - متعدد الالوان,gh30,1.0,769.0,769.0,0.0,769.0,,أسوان,Cash On Delivery
2006397684,2026-09-24 15:08:42,Sep 24,raneen,raneen,Pillows,خدادية فايبر لازورد، 70×50 سم، 1000 جرام - ابيض,TX1152102WIT,2.0,109.0,218.0,10.9,207.1,Tex200,القاهرة,Cash On Delivery
2006397684,2026-09-24 15:08:42,Sep 24,raneen,raneen,Mattress,مرتبة سرير سوست متصلة سامبا الدورا، طول 195 سم، ارتفاع 23 سم,TX1069836WI2,1.0,3099.0,3099.0,154.95,2944.05,Tex200,القاهرة,Cash On Delivery
4000169093,2026-09-24 15:08:28,Sep 24,MP,ocean,Coffee Makers,"De&#039;Longhi ECAM450.86.T Eletta Explore Cold Brew, 1450 Watt - Silver",RAN-UHX36UY,1.0,63999.0,63999.0,0.0,63999.0,,الأسكندرية,Souhoola
2006397681,2026-09-24 15:07:30,Sep 24,MP,skyfurniture,Bedrooms,غرفة نوم مودرن كاملة خشب ام دي اف، 6 قطع، سرير، دولاب، 2 كمود، ترابيزة تسريحة، مرايا - بيج,HOMZBRHM04-skyfurniture,1.0,33999.0,33999.0,3399.9,30599.1,MORE10,المنيا,Cash On Delivery
2006397678,2026-09-24 15:07:15,Sep 24,raneen,raneen,Televisions,تلفزيون سمارت جوجل هاير، 65 بوصة،4K ، مزود برسيفر داخلى، بدون اطار، ريموت بحث صوتى، H65K85GUX - اسود,EL1152357BLK,1.0,23999.0,23999.0,0.0,23999.0,KCH200,كفر الشيخ,El-Ahly Installments
2006397678,2026-09-24 15:07:15,Sep 24,MP,nanosamy,Cleaning Tools &amp; Supplies,جردل بعصارة مزود بمساحة موب مسطحة مزدوجة وقطعتين غيار، ألوان متنوعة,RAN-YVE9QJ8,1.0,550.0,550.0,27.5,522.5,KCH200,كفر الشيخ,El-Ahly Installments
2006397678,2026-09-24 15:07:15,Sep 24,MP,tibatrading,Bathroom Accessories,حقيبة تخزين كبيرة بنافذة شفافة، رمادي، قماش غير محبوك مبطن، منظم قابل للطي للبطانيات والملابس,RAN-AMXSPMY,2.0,155.0,310.0,15.5,294.5,KCH200,كفر الشيخ,El-Ahly Installments
2006397678,2026-09-24 15:07:15,Sep 24,MP,mattger,Skin Care,حليب للجسم برائحة التوليب والورد 300 مل من Shaan,MATTGAR-RAN-FC18CBD,1.0,226.0,226.0,0.0,226.0,KCH200,كفر الشيخ,El-Ahly Installments
2006397678,2026-09-24 15:07:15,Sep 24,MP,tal2aa,Skin Care,سيروم رموش العين ايتود هاوس ماي آي للنساء، 1 قطعة,TAL2A-3095-L,1.0,194.0,194.0,0.0,194.0,KCH200,كفر الشيخ,El-Ahly Installments
2006397675,2026-09-24 15:06:40,Sep 24,MP,homegolden,Home Decor,شجره صناعي ديكور ، 30×30×165 سم ، اكليرك ضد الكسر - متعدد الالوان,gh24,1.0,1199.0,1199.0,0.0,1199.0,,القاهرة,Cash On Delivery
2006397675,2026-09-24 15:06:40,Sep 24,MP,homegolden,Home Decor,شجره صناعي ديكور ، 30×30×160 سم ، اكليرك ضد الكسر - متعدد الالوان,gh33,1.0,899.0,899.0,0.0,899.0,,القاهرة,Cash On Delivery
2006397675,2026-09-24 15:06:40,Sep 24,MP,homegolden,Home Decor,شجره صناعي ديكور ، 30×30×95 سم ، اكليرك ضد الكسر - متعدد الالوان,gh01,1.0,419.0,419.0,0.0,419.0,,القاهرة,Cash On Delivery
2006397675,2026-09-24 15:06:40,Sep 24,MP,lifecare,Drinkware,مجموعة أكواب قهوة زجاجية حرارية - 6 قطع، اللون الأصفر، سعة 120 جرام,RAN-DTPTUVZ,1.0,164.0,164.0,0.0,164.0,,القاهرة,Cash On Delivery
2006397672,2026-09-24 15:06:02,Sep 24,MP,alsaaty,Watches,ساعة ديجيتال انالوج سكيمي للرجال، سوار مطاط - ذهبى أسود,B09XN598PM,1.0,650.0,650.0,0.0,650.0,,الأسكندرية,QNB Installments
4000169090,2026-09-24 15:05:48,Sep 24,MP,ocean,Coffee Makers,"De&#039;Longhi ECAM450.86.T Eletta Explore Cold Brew, 1450 Watt - Silver",RAN-UHX36UY,1.0,63999.0,63999.0,0.0,63999.0,,الأسكندرية,Paymob Wallet
2006397669,2026-09-24 15:04:35,Sep 24,raneen,raneen,Shoe Rack,جزامة خشب شيب بورد، 3 ارفف، 2 دلفة، ارجل بلاستيك، 60×32×89 سم - بني,HO1145380BRN,1.0,1149.0,1149.0,0.0,1149.0,,الجيزة,Cash On Delivery
4000169084,2026-09-24 15:04:08,Sep 24,MP,ocean,Coffee Makers,"De&#039;Longhi ECAM450.86.T Eletta Explore Cold Brew, 1450 Watt - Silver",RAN-UHX36UY,1.0,63999.0,63999.0,0.0,63999.0,,الأسكندرية,El-Ahly Installments
2006397666,2026-09-24 15:03:27,Sep 24,raneen,raneen,Shoe Rack,جزامة خشب شيب بورد، 3 ارفف، 2 دلفة، ارجل بلاستيك، 60×32×89 سم - بني,HO1145380BRN,1.0,1149.0,1149.0,0.0,1149.0,,الجيزة,Cash On Delivery
2006397660,2026-09-24 15:02:43,Sep 24,MP,katoshappliances,Fryers,قلاية فرن فريش، 25 لتر، 1600 وات، F-25BLLED - اسود,4896,1.0,4233.0,4233.0,0.0,4233.0,,القاهرة,Bank Misr Installments
2006397663,2026-09-24 15:02:42,Sep 24,raneen,raneen,Washers &amp; Dryer,غسالة فول اوتوماتيك ستيم ماكس زانوسي، 8 كيلو، موتور انفرتر، ZWF8221BL8 914909459 - اسود,EL1148090BLK,1.0,21349.0,21349.0,1500.0,19849.0,zan1500,الجيزة,Premium Card
2006397663,2026-09-24 15:02:42,Sep 24,raneen,raneen,Televisions,تلفزيون سمارت سامسونج ، 65 بوصة ، 4K UHD ، بريسيفر داخلي ، UA65U8000HUXEG - اسود,EL1147149BLK,2.0,25699.0,51398.0,0.0,51398.0,zan1500,الجيزة,Premium Card
2006397657,2026-09-24 15:01:21,Sep 24,raneen,raneen,Bike &amp; Scooters,لعبة حصان بلاستيك هزاز بلال بلاست، 85×45 سم - بينك,TY1060221PK4,1.0,200.0,200.0,20.0,180.0,TOY150,القاهرة,Cash On Delivery
2006397651,2026-09-24 14:59:54,Sep 24,MP,goodsportgroup,Sports Equipment,منحني رياضة للقدمين راغانيت، دراجة تمرينية قابلة للطي مع شاشة LED ومقاومة قابلة للتعديل، استخدام محترف أو منزلي، تأهيل وتقوية,RAN-EC7MAYZ,1.0,1211.0,1211.0,0.0,1211.0,,القاهرة,Bank Misr Installments
2006397648,2026-09-24 14:59:51,Sep 24,MP,carina,Underwear’s,مجموعة من 5 بانتي بريف كامل ملون,56622-99-2XL,1.0,413.0,413.0,0.0,413.0,,القاهرة,Free
2006397645,2026-09-24 14:58:13,Sep 24,raneen,raneen,Home &amp; Balcony Essentials,جزامة قماش العالمية، 7 ارفف ، 125×30×60 سم - بني,HO1043922BRN,1.0,200.0,200.0,10.0,190.0,kch200,الأسكندرية,Cash On Delivery
2006397636,2026-09-24 14:57:38,Sep 24,MP,grandmakaa,Pressure Cooker,طنجرة ضغط City سعة 7 لتر بنظام أمان وطهي سريع - مناسبة لجميع أنواع المواقد,RAN-NQ94TZU,1.0,1799.0,1799.0,89.95,1709.05,KCH200,القليوبية,Cash On Delivery
2006397630,2026-09-24 14:56:29,Sep 24,raneen,raneen,Televisions,تلفزيون سمارت جوجل هاير، 65 بوصة،4K ، مزود برسيفر داخلى، بدون اطار، ريموت بحث صوتى، H65K85GUX - اسود,EL1152357BLK,1.0,23999.0,23999.0,0.0,23999.0,KCH200,كفر الشيخ,Cash On Delivery
2006397630,2026-09-24 14:56:29,Sep 24,MP,nanosamy,Cleaning Tools &amp; Supplies,جردل بعصارة مزود بمساحة موب مسطحة مزدوجة وقطعتين غيار، ألوان متنوعة,RAN-YVE9QJ8,1.0,550.0,550.0,27.5,522.5,KCH200,كفر الشيخ,Cash On Delivery
2006397630,2026-09-24 14:56:29,Sep 24,MP,tibatrading,Bathroom Accessories,حقيبة تخزين كبيرة بنافذة شفافة، رمادي، قماش غير محبوك مبطن، منظم قابل للطي للبطانيات والملابس,RAN-AMXSPMY,2.0,155.0,310.0,15.5,294.5,KCH200,كفر الشيخ,Cash On Delivery
2006397630,2026-09-24 14:56:29,Sep 24,MP,mattger,Shampoos &amp; Conditioners,شامبو وبلسم تريسمي (1+1) 400 مل للشعر الجاف والمجعد,568-mattger,1.0,360.0,360.0,0.0,360.0,KCH200,كفر الشيخ,Cash On Delivery
2006397630,2026-09-24 14:56:29,Sep 24,MP,mattger,Skin Care,لوشن الكاكاو المنعش للعناية المركزة، 400 مل من Vaseline,MATTGAR-RAN-B41C684,1.0,240.0,240.0,0.0,240.0,KCH200,كفر الشيخ,Cash On Delivery
2006397630,2026-09-24 14:56:29,Sep 24,MP,mattger,Skin Care,حليب للجسم برائحة التوليب والورد 300 مل من Shaan,MATTGAR-RAN-FC18CBD,1.0,226.0,226.0,0.0,226.0,KCH200,كفر الشيخ,Cash On Delivery
2006397630,2026-09-24 14:56:29,Sep 24,MP,tal2aa,Skin Care,سيروم رموش العين ايتود هاوس ماي آي للنساء، 1 قطعة,TAL2A-3095-L,1.0,194.0,194.0,0.0,194.0,KCH200,كفر الشيخ,Cash On Delivery
2006397624,2026-09-24 14:55:11,Sep 24,MP,attallah,Ladders &amp; Clothes Dryer,منشر غسيل معدني جوهار - فضي,MZDRYER3SLV-CONF-attallah,1.0,999.0,999.0,0.0,999.0,,الجيزة,Premium Card
2006397621,2026-09-24 14:50:23,Sep 24,raneen,raneen,Office Chairs,كرسي مكتب معدن وسط ظهر شبك، هيدروليك، مسند فيبر، 5 عجلات، 50×50×110 سم - اسود,HO1139739BLK,1.0,1399.0,1399.0,0.0,1399.0,,الأسكندرية,Cash On Delivery
2006397618,2026-09-24 14:50:03,Sep 24,MP,lightcart,Home Decor,قطعة صندوق تخزين مستحضرات التجميل سطح المكتب منظم درج مكتب متعدد الوظائف حقيبة Pp مجموعة الخياطة المنزلية Mint green البولي بروبلين,RAN-ECZ9H5C,1.0,169.0,169.0,0.0,169.0,,القاهرة,Credit/Debit Card
2006397618,2026-09-24 14:50:03,Sep 24,raneen,raneen,Home &amp; Balcony Essentials,جزامة بلاستيك بأرجل، 4 رف، 70×31×49 سم - بني بيج,HO1145864BR1,1.0,200.0,200.0,0.0,200.0,,القاهرة,Credit/Debit Card
2006397618,2026-09-24 14:50:03,Sep 24,raneen,raneen,Home &amp; Balcony Essentials,جزامة بلاستيك العالمية، غطاء قماش، 7 رف، 120×60×30 سم - موف,HO1116022MOV,1.0,350.0,350.0,0.0,350.0,,القاهرة,Credit/Debit Card
2006397615,2026-09-24 14:49:43,Sep 24,raneen,raneen,Refrigerators &amp; Freezers,ثلاجة نوفروست يونيون اير، 420 لتر، 2 باب، فريزر بالاعلى، شاشة ديجيتال تاتش، URN-500LBLBA-DTSR - اسود,EL1142604BLK,1.0,17599.0,17599.0,400.0,17199.0,LA400,القاهرة,Paymob Wallet
2006397612,2026-09-24 14:49:18,Sep 24,raneen,raneen,Refrigerators &amp; Freezers,ديب فريزر أفقى اكسترا فريش، 180 لتر، تجميد سريع، FDF-220 - رمادي,EL1129451SLV,1.0,10389.0,10389.0,0.0,10389.0,,القاهرة,Aman
2006397606,2026-09-24 14:49:06,Sep 24,MP,cornerhouse,Built in,شفاط مطبخ بلت ان بيورتي، 3 سرعات، Ptslim X 90Cm - فضي,smf089-cornerhouse,1.0,3920.0,3920.0,0.0,3920.0,,الجيزة,Souhoola
2006397609,2026-09-24 14:49:03,Sep 24,raneen,raneen,Microwaves &amp; Ovens,فرن كهربائي بالشواية تاتش الزنوكى، 2000 وات، 50 لتر - اسود,EL1065136BLK,1.0,3222.0,3222.0,0.0,3222.0,,الجيزة,Cash On Delivery
2006397603,2026-09-24 14:48:47,Sep 24,raneen,raneen,Refrigerators &amp; Freezers,ثلاجة دي فروست يونيون اير، 2باب، 310 لتر، دي فروست ديجيتال، RD-320VVA-DAH - فضى,EL1153508SLV,1.0,11199.0,11199.0,400.0,10799.0,LA400,المنوفية,Credit/Debit Card
2006397600,2026-09-24 14:47:28,Sep 24,MP,coktailstore,Clothes Hangers,رف ملابس معدني مزدوج مع رفوف - منظم للملابس والأحذية والحقائب - عصري ومتين - حامل أرضي,RAN-TEWM2YR,1.0,799.0,799.0,79.9,719.1,More10,الأسكندرية,Credit/Debit Card
2006397597,2026-09-24 14:47:26,Sep 24,raneen,raneen,Kids Bags,شنطة ظهر مدرسية 3D وتر بروف للاولاد، 18 بوصة، 3 سوستة - متعدد الالوان,HO1156135MC5,1.0,399.0,399.0,19.95,379.05,FLY200,الجيزة,Cash On Delivery
2006397594,2026-09-24 14:46:50,Sep 24,MP,hometech2024,Water Dispenser,مبرد مياه اكاي ، 3 حنفيه ، ساخن /بارد /فاتر بثلاجة، AK-W-D3 - اسود,AKA1-325MN,1.0,4617.0,4617.0,0.0,4617.0,,القاهرة,Cash On Delivery
2006397591,2026-09-24 14:46:17,Sep 24,raneen,raneen,Water Heaters,سخان مياه كهربائي اريستون، 50 لتر، RUBIS50VEG - ابيض,EL1129298WIT,3.0,3649.0,10947.0,0.0,10947.0,,قنا,Cash On Delivery
2006397588,2026-09-24 14:46:16,Sep 24,raneen,raneen,Televisions,تلفزيون سمارت ال جى، 50 بوصة، UHD، مزود برسيفر داخلى، ماجيك ريموت، 50NU850B6LA - اسود,EL1148627BLK,1.0,19899.0,19899.0,0.0,19899.0,,السويس,Aman
2006397585,2026-09-24 14:45:43,Sep 24,MP,maccarpet,Carpets,سجادة موسكو ماك كاربت، 160×230 سم - متعدد الالوان,KH6117517001MC4,1.0,1440.0,1440.0,72.0,1368.0,TEX200,القاهرة,Free
2006397582,2026-09-24 14:45:29,Sep 24,MP,bestbuyelectronic,Mobile Phones,موبايل سمارت هونر بلاي 20A، شبكة الجيل الرابع، شريحتين، 64 جيجا بايت، 4 جيجا رام - اسود,6942785114890,1.0,7499.0,7499.0,0.0,7499.0,,سوهاج,Bank Misr Installments
2006397579,2026-09-24 14:45:02,Sep 24,raneen,raneen,Refrigerators &amp; Freezers,ثلاجة دي فروست يونيون اير، 2باب، 310 لتر، دي فروست ديجيتال، RD-320VVA-DAH - فضى,EL1153508SLV,1.0,11199.0,11199.0,400.0,10799.0,LA400,المنوفية,Credit/Debit Card
2006397576,2026-09-24 14:45:01,Sep 24,raneen,raneen,Mixers &amp; Blenders,خلاط كهربائي ميانتا، 1.75 لتر، 2 مطحنة، 700 وات، BL1291G - اسود، بالاضافة الي طقم علب ثلاجة بلاستيك هدية، 3 قطع - شفاف ازرق فاتح,EL1142772BLK,1.0,1649.0,1649.0,0.0,1649.0,,أسوان,Premium Card
2006397573,2026-09-24 14:44:56,Sep 24,raneen,raneen,Microwaves &amp; Ovens,ميكروويف ايه تى ايه،، 20 لتر، 1200 وات، MW20LN002 - رمادي,EL1120811GRY,1.0,2999.0,2999.0,0.0,2999.0,,القاهرة,Cash On Delivery
2006397570,2026-09-24 14:44:43,Sep 24,MP,hometech2024,Heaters,سخان تاتش الزنوكي بريستيج 41111 - تسخين إشعاعي 2000 واط - أبيض - قائم على الأرض/تثبيت على الحائط,RAN-BVW2Q74,1.0,1498.0,1498.0,0.0,1498.0,,القاهرة,Cash On Delivery
2006397570,2026-09-24 14:44:43,Sep 24,MP,tibatrading,Heaters,دفاية بمروحة بتأثير لهب حقيقي بتقنية الليد قابلة للحمل والدوران بزاوية 180 درجة من ايباسكيت,RAN-PVX4VWC,1.0,679.0,679.0,0.0,679.0,,القاهرة,Cash On Delivery
2006397570,2026-09-24 14:44:43,Sep 24,raneen,raneen,Bedding,دفاية سرير قطيفة نانا سيكريت، 220×150 سم، 470 جرام - احمر داكن,TX1156543MA0,1.0,99.0,99.0,0.0,99.0,,القاهرة,Cash On Delivery
2006397570,2026-09-24 14:44:43,Sep 24,raneen,raneen,Bedding,دفاية سرير قطيفة نانا سيكريت، 220×150 سم، 470 جرام - متعدد الالوان,TX1156543MC5,1.0,99.0,99.0,0.0,99.0,,القاهرة,Cash On Delivery
2006397570,2026-09-24 14:44:43,Sep 24,raneen,raneen,Bedding,دفاية سرير قطيفة نانا سيكريت، 220×150 سم، 470 جرام - متعدد الالوان,TX1156543MC4,1.0,99.0,99.0,0.0,99.0,,القاهرة,Cash On Delivery
2006397570,2026-09-24 14:44:43,Sep 24,raneen,raneen,Bedding,دفاية سرير قطيفة نانا سيكريت، 220×150 سم، 470 جرام - احمر اسود,TX1156543MC7,1.0,99.0,99.0,0.0,99.0,,القاهرة,Cash On Delivery
2006397570,2026-09-24 14:44:43,Sep 24,raneen,raneen,Bedding,دفاية سرير قطيفة نانا سيكريت، 220×150 سم، 470 جرام - بنفسجي,TX1156543MA4,1.0,99.0,99.0,0.0,99.0,,القاهرة,Cash On Delivery
2006397570,2026-09-24 14:44:43,Sep 24,raneen,raneen,Bedding,دفاية سرير قطيفة نانا سيكريت، 220×150 سم، 470 جرام - بيج,TX1156543MA9,1.0,99.0,99.0,0.0,99.0,,القاهرة,Cash On Delivery
2006397570,2026-09-24 14:44:43,Sep 24,raneen,raneen,Serveware,صينية عشاء ستانلس ستيل مستديرة ماجستيك، 50 سم، 600 جرام تقريبا - فضي,HO1119873SLV,3.0,100.0,300.0,0.0,300.0,,القاهرة,Cash On Delivery
4000169081,2026-09-24 14:44:32,Sep 24,MP,talhastore,Luggage,"Sports travel bag,Women &amp; Men Duffle Bag For Travel, Small Waterproof Gym Sport Shoulder Bag With Shoe Compartment Carry On Backpack For Weekender Workout Overnight Camping, black",RAN-NQKBQ4W,1.0,450.0,450.0,22.5,427.5,FLY200,القاهرة,Cash On Delivery
2006397567,2026-09-24 14:44:10,Sep 24,raneen,raneen,Pressure Cooker,حلة ضغط ستانلس ستيل زينوكس، 12 لتر - فضي اسود,HO1090770BLK,1.0,1999.0,1999.0,0.0,1999.0,,القاهرة,Cash On Delivery
2006397564,2026-09-24 14:42:51,Sep 24,MP,talhastore,Luggage,حقيبة رياضية سوداء عصرية للصالة الرياضية بجيب للأحذية وحزام قابل للتعديل - سعة 30 لتر,RAN-UVFXRNA,1.0,350.0,350.0,17.5,332.5,FLY200,كفر الشيخ,Cash On Delivery
2006397561,2026-09-24 14:41:51,Sep 24,MP,alahramappliances,Cookers,بوتاجاز الاهرام، سطح ستانلس ستيل، 4 شعلة، 50×50 سم - فضى اسود,alahram-steel-50x50,1.0,3599.0,3599.0,179.95,3419.05,GET400,الجيزة,Cash On Delivery
2006397558,2026-09-24 14:41:15,Sep 24,MP,attallah,Washers &amp; Dryer,غسالة تحميل علوي فريش، 4 كيلو جرام ، FWS400ND - ابيض,ISTFWS400ND37-conf-attallah,1.0,2334.0,2334.0,0.0,2334.0,Get400,الدقهلية,Cash On Delivery
2006397558,2026-09-24 14:41:15,Sep 24,raneen,raneen,Burner,ATA بوتاجاز غاز مسطح، 3 شعلة، J-GC401، فضي,EL1018814SLV,1.0,899.0,899.0,0.0,899.0,Get400,الدقهلية,Cash On Delivery
2006397558,2026-09-24 14:41:15,Sep 24,raneen,raneen,TV Stand &amp; Accessories,سيستم دش كامل دالي اكسبورت، 4×1، بدون سلك - ابيض,EL1117140WIT,1.0,1099.0,1099.0,0.0,1099.0,Get400,الدقهلية,Cash On Delivery
2006397558,2026-09-24 14:41:15,Sep 24,raneen,raneen,Fans,ATA مروحة ستاند، 18 بوصة، 3 سرعات، 3 ريشة، S1801 - اسود,EL1018813BLK,2.0,855.0,1710.0,0.0,1710.0,Get400,الدقهلية,Cash On Delivery
2006397558,2026-09-24 14:41:15,Sep 24,MP,etdonline,TV Stand &amp; Accessories,حامل شاشة تلفاز معدن فالكون، شاشات من 19 الى 43 بوصة، T-110 - اسود,etdonline-k110,1.0,190.0,190.0,0.0,190.0,Get400,الدقهلية,Cash On Delivery
2006397558,2026-09-24 14:41:15,Sep 24,MP,alarabycenter,Televisions,تلفزيون ATA، 32 بوصة، HD، LED، AtA32H0n - اسود,3503932001-alarabycenter,1.0,4565.4,4565.4,0.0,4565.4,Get400,الدقهلية,Cash On Delivery
2006397558,2026-09-24 14:41:15,Sep 24,MP,attallah,Water Heaters,سخان مياه كهربائي ريلاكس فريش، 30 لتر، EWH RELAX 30l - ابيض,EL1055235WHT-conf-attallah,1.0,2847.0,2847.0,0.0,2847.0,Get400,الدقهلية,Cash On Delivery
2006397558,2026-09-24 14:41:15,Sep 24,MP,mam,Refrigerators &amp; Freezers,ثلاجة دي فروست يونيون اير، 2باب، 310 لتر، دي فروست ديجيتال، RD-320VVA-DAH - فضى,EL1153508SLV-mam,1.0,11230.0,11230.0,400.0,10830.0,Get400,الدقهلية,Cash On Delivery
2006397555,2026-09-24 14:39:47,Sep 24,raneen,raneen,Water Heaters,سخان كهرباء اوليمبيك، 1500 وات، 50 لتر، OYE05061WN - ابيض,EL1094896WIT,1.0,3959.0,3959.0,0.0,3959.0,,الشرقية,Bank Misr Installments
2006397552,2026-09-24 14:38:49,Sep 24,MP,relaxationstore,Dining Rooms,ترابيزة معدن و 2 مقعد  75x110x60 سم -اسود بنى,R.S 063,1.0,6200.0,6200.0,500.0,5700.0,off500,القاهرة,Cash On Delivery
2006397549,2026-09-24 14:38:47,Sep 24,raneen,raneen,Office Chairs,كرسي مكتب معدن عالي ظهر شبك، هيدروليك، مسند تنجيد، 5 عجلات، 125×50×48 سم - اسود,HO1139732BLK,2.0,1999.0,3998.0,500.0,3498.0,off500,أسيوط,Cash On Delivery
2006397543,2026-09-24 14:37:19,Sep 24,MP,msk,Cookware,قلاية جرانيت بلس من نوفال ، سمك 3.5 مم ، مقاس 20 - احمر بوردو,MSK77,1.0,435.0,435.0,21.75,413.25,KCH200,القاهرة,Cash On Delivery
